Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"EC Carlson, RC Vari, JL Audette, ...","Significant glomerular basement membrane thickening in hyperglycemic and normoglycemic diabetic‐prone BB Wistar rats",2004,"… Record Part A …","Wiley Online Library","https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ar.a.20136","https://scholar.google.com/scholar?cites=16214709425522252040&as_sdt=2005&sciodt=2007&hl=en",11,"2023-07-26 15:01:39","","10.1002/ar.a.20136","","",,,,,15,0.79,4,4,19,"… Likewise, rats in the diabetes‐resistant (BB/DR) strain are … ‐treated acellular ECM in BB/DP h rats at 2 weeks, 3 months, 6 … (BB/DP n ) rats when compared to age‐matched BB/DR …","https://anatomypubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ar.a.20136","https://scholar.google.com/scholar?q=related:CJluNFA4BuEJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
2,"SI OIKAWA, Y MARUHAMA, Y GoTo","Evidence for direct effect of growth hormone on capillary basement membrane thickness",1985,"The Tohoku Journal of …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/tjem1920/146/2/146_2_167/_article/-char/ja/","https://scholar.google.com/scholar?cites=18213307850946588537&as_sdt=2005&sciodt=2007&hl=en",12,"2023-07-26 15:01:39","","","","",,,,,2,0.05,1,3,38,"… In order to investigate the direct effect of growth hormone on the capillary basement membrane thickness (CBMT), we performed, in normal and diabetic rats, ultrastructural …","https://www.jstage.jst.go.jp/article/tjem1920/146/2/146_2_167/_pdf","https://scholar.google.com/scholar?q=related:eS-BAP6qwvwJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
213,"SK Gupta, B Kumar, TC Nag, SS Agrawal, ...","Curcumin prevents experimental diabetic retinopathy in rats through its hypoglycemic, antioxidant, and anti-inflammatory mechanisms",2011,"Journal of Ocular …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/jop.2010.0123","https://scholar.google.com/scholar?cites=14842673818087813175&as_sdt=2005&sciodt=2007&hl=en",13,"2023-07-26 15:01:39","","10.1089/jop.2010.0123","","",,,,,213,17.75,43,5,12,"… increase in capillary basement membrane thickness in diabetic retina, but curcumin prevented the structural degeneration and increase in capillary basement membrane thickness in …","https://www.academia.edu/download/46330610/Curcumin_Prevents_Experimental_Diabetic_20160607-12458-1xk3evn.pdf","https://scholar.google.com/scholar?q=related:N3AdnDLF-80J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
78,"EC Carlson, JL Audette, ...","Ultrastructural morphometry of capillary basement membrane thickness in normal and transgenic diabetic mice",2003,"… Record Part A …","Wiley Online Library","https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ar.a.10038","https://scholar.google.com/scholar?cites=17128189422486805969&as_sdt=2005&sciodt=2007&hl=en",14,"2023-07-26 15:01:39","","10.1002/ar.a.10038","","",,,,,78,3.90,26,3,20,"Capillary basement membrane (CBM) thickening is an ultrastructural hallmark in diabetic patients and in animal models of diabetes. However, the wide variety of tissues sampled and …","https://anatomypubs.onlinelibrary.wiley.com/doi/pdf/10.1002/ar.a.10038","https://scholar.google.com/scholar?q=related:0d3t3IeNs-0J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
52,"D Papachristodoulou, H Heath","Ultrastructural alterations during the development of retinopathy in sucrose-fed and streptozotocin-diabetic rats",1977,"Experimental Eye Research","Elsevier","https://www.sciencedirect.com/science/article/pii/001448357790104X","https://scholar.google.com/scholar?cites=5017123700713444275&as_sdt=2005&sciodt=2007&hl=en",15,"2023-07-26 15:01:39","","","","",,,,,52,1.13,26,2,46,"… curve of mean capillary basement membrane thickness (BMT) in the four groups of … rats ie normal animals fed with either starch (STPJ) (- . - -) n = 127 or sucrose (SCX) (-) n = 145; or …","","https://scholar.google.com/scholar?q=related:s9M3h2xnoEUJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
13,"JR Wyndham, AV Everitt, A Eyland, J Major","Inhibitory effect of hypophysectomy and food restriction on glomerular basement membrane thickening, proteinuria and renal enlargement in aging male Wistar rats",1987,"Archives of gerontology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/0167494387900124","https://scholar.google.com/scholar?cites=12798401839829962103&as_sdt=2005&sciodt=2007&hl=en",16,"2023-07-26 15:01:39","","","","",,,,,13,0.36,3,4,36,"… in hypophysectomized rats and 392 nm in food restricted rats. … than food restriction, in rats eating the same quantity of food … on capillary basement membrane thickness. Tohoku J. Exp. …","https://www.academia.edu/download/48112340/0167-4943_2887_2990012-420160817-6773-1t3q37q.pdf","https://scholar.google.com/scholar?q=related:d03FG6oOnbEJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
13,"TAJ McEwen, S Chakrabarti, AAF Sima","A rapid reproducible method for determination of basement membrane thickness in biological structures",1987,"Computers in Biology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/0010482587900436","https://scholar.google.com/scholar?cites=8050374439286625052&as_sdt=2005&sciodt=2007&hl=en",17,"2023-07-26 15:01:39","","","","",,,,,13,0.36,4,3,36,"… capillary basement membrane thickness in rats. This … capillary basement membrane thickness, it can be used successfully for measurements of capillary basement membrane thickness …","","https://scholar.google.com/scholar?q=related:HFOQWuasuG8J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
31,"OJ Castejón","Ultrastructural alterations of human cortical capillary basement membrane in human brain oedema",2014,"Folia Neuropathologica","termedia.pl","https://www.termedia.pl/Review-paper-Ultrastructural-alterations-of-human-cortical-capillary-basement-membrane-in-human-brain-oedema,20,22536,0,1.html","https://scholar.google.com/scholar?cites=7419372426037191581&as_sdt=2005&sciodt=2007&hl=en",18,"2023-07-26 15:01:39","","","","",,,,,31,3.44,31,1,9,"… tes [43], and in galactosaemic rats [31]. There also is thickening of … following subarachnoid haemorrhage in rats. According to … cortical capillaries of male Wistar rats is 52.37 nm in width. …","https://www.termedia.pl/Journal/-20/pdf-22536-10?filename=ultrastructural.pdf","https://scholar.google.com/scholar?q=related:nWNGdunn9mYJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
98,"B Kumar, SK Gupta, TC Nag, S Srivastava, ...","Green tea prevents hyperglycemia-induced retinal oxidative stress and inflammation in streptozotocin-induced diabetic rats",2012,"Ophthalmic …","karger.com","https://karger.com/ore/article/47/2/103/258371","https://scholar.google.com/scholar?cites=13453430722184608058&as_sdt=2005&sciodt=2007&hl=en",19,"2023-07-26 15:01:39","","","","",,,,,98,8.91,20,5,11,"… The rats showing a blood glucose concentration greater than 300 mg/dl were considered … rats served as control. The diabetic rats were divided into 2 groups of 14 rats each: the rats in …","","https://scholar.google.com/scholar?q=related:OvkjZvYvtLoJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
153,"TL Smith, E Raynor, J Prazma, JE Buenting, ...","Insulin‐dependent diabetic microangiopathy in the inner ear",1995,"The …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1288/00005537-199503000-00002","https://scholar.google.com/scholar?cites=1349901008461967771&as_sdt=2005&sciodt=2007&hl=en",20,"2023-07-26 15:01:39","","10.1288/00005537-199503000-00002","","",,,,,153,5.46,31,5,28,"… in the inner ear of IDDM rats. Noise exposure did not significantly … at the vitreoretinal juncture in rats with streptozotocin-in… is that capillary basementmembrane thickness may increase …","https://onlinelibrary.wiley.com/doi/pdf/10.1288/00005537-199503000-00002","https://scholar.google.com/scholar?q=related:mzFRq9DPuxIJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
29,"M Nagata, ML Katz, ...","Age-related thickening of retinal capillary basement membranes.",1986,"… ophthalmology &visual …","iovs.arvojournals.org","https://iovs.arvojournals.org/article.aspx?articleid=2159896","https://scholar.google.com/scholar?cites=10986001846196855413&as_sdt=2005&sciodt=2007&hl=en",21,"2023-07-26 15:01:39","","","","",,,,,29,0.78,10,3,37,"… Capillary basement membrane thickness is known to … whether capillary basement membrane thickness increases … layers of the retina, eyes of pigmented ACI rats aged 4, 11, 17, and 32 …","","https://scholar.google.com/scholar?q=related:dWJZCHkedpgJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
64,"LA Wiley, GR Rupp, JJ Steinle","Sympathetic innervation regulates basement membrane thickening and pericyte number in rat retina",2005,"Investigative ophthalmology & …","arvojournals.org","https://arvojournals.org/article.aspx?articleID=2124664","https://scholar.google.com/scholar?cites=10073966123551925080&as_sdt=2005&sciodt=2007&hl=en",22,"2023-07-26 15:01:39","HTML","","","",,,,,64,3.56,21,3,18,"… superior cervical ganglion in rats. Basement membrane changes … In addition, capillary basement membrane thickness … The average width of capillary basement membrane thickness in …","https://arvojournals.org/article.aspx?articleID=2124664","https://scholar.google.com/scholar?q=related:WKOhsdDqzYsJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
19,"KH Neumann, C Kellner, K Kühn, ...","Age-dependent thickening of glomerular basement membrane has no major effect on glomerular hydraulic conductivity",2004,"Nephrology Dialysis …","academic.oup.com","https://academic.oup.com/ndt/article-abstract/19/4/805/1810598","https://scholar.google.com/scholar?cites=10608409397325892733&as_sdt=2005&sciodt=2007&hl=en",23,"2023-07-26 15:01:39","","","","",,,,,19,1.00,5,4,19,"… rats increases by a factor of 2.3 from 2 months to 17 months of age, which is comparable with the 2.4-fold increase from 129 nm in 2-month-old rats to 305 nm in 18-month-old rats … in rats…","https://academic.oup.com/ndt/article/19/4/805/1810598","https://scholar.google.com/scholar?q=related:fYyGHySkOJMJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
41,"F Held, AWJ Morris, D Pirici, S Niklass, ...","Vascular basement membrane alterations and β-amyloid accumulations in an animal model of cerebral small vessel disease",2017,"Clinical …","portlandpress.com","https://portlandpress.com/clinsci/article-abstract/131/10/1001/71595","https://scholar.google.com/scholar?cites=13831629535034668588&as_sdt=2005&sciodt=2007&hl=en",24,"2023-07-26 15:01:39","","","","",,,,,41,6.83,8,5,6,"… not in Wistar rats (Figure 1). Significant age-independent (up to 1.3-fold) increases in the capillary basement membrane thickness in SHRSP compared with Wistar rats were observed in …","https://portlandpress.com/clinsci/article/131/10/1001/71595","https://scholar.google.com/scholar?q=related:LPaKbMfR878J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
21,"AA Bosco, AC Lerario, RF Santos, BL Wajchenberg","Effect of thalidomide and rosiglitazone on the prevention of diabetic retinopathy in streptozotocin-induced diabetic rats",2003,"Diabetologia","Springer","https://link.springer.com/article/10.1007/s00125-003-1234-1","https://scholar.google.com/scholar?cites=10274529259400860767&as_sdt=2005&sciodt=2007&hl=en",25,"2023-07-26 15:01:39","HTML","10.1007/s00125-003-1234-1","","",,,,,21,1.05,5,4,20,"… (n=17) and diabetic rats treated with thalidomide (200 mg kg –1 … Diabetes was induced by streptozotocin with the rats having a … , and retinal capillary basement membrane thickness was …","https://link.springer.com/article/10.1007/s00125-003-1234-1","https://scholar.google.com/scholar?q=related:XxTytOx1lo4J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
42,"RL Engerman, TS Kern, MB Garment","Capillary basement membrane in retina, kidney, and muscle of diabetic dogs and galactosemic dogs and its response to 5 years aldose reductase inhibition",1993,"Journal of Diabetes and its …","Elsevier","https://www.sciencedirect.com/science/article/pii/S000296100580251X","https://scholar.google.com/scholar?cites=11306098780481956332&as_sdt=2005&sciodt=2007&hl=en",26,"2023-07-26 15:01:39","","","","",,,,,42,1.40,14,3,30,"… capillaries of galactosemic rats and diabetic rats, thereby … rats with either diabetes or galactosemia. ~2-~5 Microvascu- … Capillary basement membrane thickness was measured by …","","https://scholar.google.com/scholar?q=related:7KkaRvBU55wJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
10,"ML Beauchemin, G Antille, PM Leuenberger","Capillary basement membrane thickness: a comparison of two morphometric methods for its estimation",1975,"Microvascular Research","Elsevier","https://www.sciencedirect.com/science/article/pii/0026286275900217","https://scholar.google.com/scholar?cites=18348299606864634136&as_sdt=2005&sciodt=2007&hl=en",27,"2023-07-26 15:01:39","","","","",,,,,10,0.21,3,3,48,"… The retinas of 20 Wistar rats were used for this study. The animals were divided into four groups, two of which were experimentally diabetic, one having an additional stress factor on its …","","https://scholar.google.com/scholar?q=related:GCGba0dBov4J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
6,"H Laursen","The mitochondrial content of endothelial cells and the basement membrane thickness of rat brain capillaries after portocaval anastomosis",1980,"Neuropathology and Applied Neurobiology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2990.1980.tb00673.x","https://scholar.google.com/scholar?cites=6210371739957906330&as_sdt=2005&sciodt=2007&hl=en",28,"2023-07-26 15:01:39","","10.1111/j.1365-2990.1980.tb00673.x","","",,,,,6,0.14,6,1,43,"… basement membrane thickness were estimated in rats after portocaval anastomosis for 10 … The arithmetic brain capillary basement membrane thickness varied from 180 pm to 285 pm …","","https://scholar.google.com/scholar?q=related:mstQizGsL1YJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
70,"HP Hammes, S Syed Ali, M Uhlmann, A Weiss, ...","Aminoguanidine does not inhibit the initial phase of experimental diabetic retinopathy in rats",1995,"Diabetologia","Springer","https://link.springer.com/article/10.1007/BF00400629","https://scholar.google.com/scholar?cites=8720285328538264556&as_sdt=2005&sciodt=2007&hl=en",29,"2023-07-26 15:01:39","","10.1007/BF00400629","","",,,,,70,2.50,14,5,28,"… The width of the retinal capillary basement membrane thickness was measured according to the method of Siperstein, using an image analysing system (Video Plan, Kontron, Miinchen, …","https://link.springer.com/content/pdf/10.1007/BF00400629.pdf","https://scholar.google.com/scholar?q=related:7OOS402tBHkJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
17,"K Sugahara, K Ushijima, T Morioka, G Usuku","Studies of the lung in diabetes mellitus: I. Ultrastructural studies of the lungs in alloxan-induced diabetic rats",1981,"Virchows Archiv A","Springer","https://link.springer.com/article/10.1007/BF00496561","https://scholar.google.com/scholar?cites=18115286827466821881&as_sdt=2005&sciodt=2007&hl=en",30,"2023-07-26 15:01:39","","10.1007/BF00496561","","",,,,,17,0.40,4,4,42,"… Estimation of capillary basement membrane thickness was carried out according to one of the methods described by Williamson et al. (1969); the capillary basement membrane was …","","https://scholar.google.com/scholar?q=related:-RB5A2RtZvsJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
75,"RP Danis, Y Yang","Microvascular retinopathy in the Zucker diabetic fatty rat.",1993,"Investigative ophthalmology &visual …","iovs.arvojournals.org","https://iovs.arvojournals.org/article.aspx?articleid=2161108","https://scholar.google.com/scholar?cites=3730718185080053971&as_sdt=2005&sciodt=2007&hl=en",31,"2023-07-26 15:01:39","","","","",,,,,75,2.50,38,2,30,"… compared to lean rats (3.888 +/- 0.041 … capillary basement membrane thickness demonstrated thicker measurements in diabetic animals (mean thickness 21% greater in diabetic rats, P …","","https://scholar.google.com/scholar?q=related:02DJUmwsxjMJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
59,"F Yang, J Yu, F Ke, M Lan, D Li, K Tan, J Ling, ...","Curcumin alleviates diabetic retinopathy in experimental diabetic rats",2018,"Ophthalmic …","karger.com","https://karger.com/ore/article/60/1/43/268600","https://scholar.google.com/scholar?cites=9892031884016555718&as_sdt=2005&sciodt=2007&hl=en",32,"2023-07-26 15:01:39","","","","",,,,,59,11.80,7,8,5,"… in retinal capillary basement membrane thickness in the diabetic rats compared to … capillary basement membrane thickness in the diabetic rats compared to those of normal control rats, …","","https://scholar.google.com/scholar?q=related:xhalmZaOR4kJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
6,"J Somboonwong, M Yusuksawad, ...","Minimization of the risk of diabetic microangiopathy in rats by Nigella sativa",2016,"Pharmacognosy …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4883076/","https://scholar.google.com/scholar?cites=15968860443534594979&as_sdt=2005&sciodt=2007&hl=en",33,"2023-07-26 15:01:39","HTML","","","",,,,,6,0.86,2,3,7,"… 1c levels compared with rats in the CON … rats tended to have a lower glucose concentration, and the HbA 1c level was approximately 1.4% lower in the DM + NS rats than in the DM rats…","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4883076/","https://scholar.google.com/scholar?q=related:o5OqfPfJnN0J:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
81,"JM Sosenko, OS Miettinen, ...","Muscle capillary basement-membrane thickness and long-term glycemia in type I diabetes mellitus",1984,"New England Journal …","Mass Medical Soc","https://www.nejm.org/doi/full/10.1056/NEJM198409133111102","https://scholar.google.com/scholar?cites=4676956875892775985&as_sdt=2005&sciodt=2007&hl=en",34,"2023-07-26 15:01:39","HTML","10.1056/NEJM198409133111102","","",,,,,81,2.08,27,3,39,"… In a cross-sectional analysis, our data showed strong positive associations of muscle capillary basement-membrane thickness to levels of glycosylated hemoglobin and fasting blood …","https://www.nejm.org/doi/full/10.1056/NEJM198409133111102","https://scholar.google.com/scholar?q=related:MdxowX_j50AJ:scholar.google.com/&scioq=%22capillary+basement+membrane+thickness%22+%22rats%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
