Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
79,"E Maquoi, D Demeulemeester, G Vörös, ...","Enhanced nutritionally induced adipose tissue development in mice with stromelysin-1 gene inactivation",2003,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0037-1613586","https://scholar.google.com/scholar?cites=13188344484266681739&as_sdt=2005&sciodt=2007&hl=en",11,"2023-07-14 10:31:19","","10.1055/s-0037-1613586","","",,,,,79,3.95,20,4,20,"… mice kept on HFD during 15 weeks (n = 11 and 8). (B) Weight gain relative to day 0 during 15 weeks of HFD … MMP-3-/- mice, whereas vessel size was not significantly different (Table 4). …","https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0037-1613586.pdf","https://scholar.google.com/scholar?q=related:i6UyAG9pBrcJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
116,"C Dai, M Brissova, RB Reinert, L Nyman, EH Liu, ...","Pancreatic islet vasculature adapts to insulin resistance through dilation and not angiogenesis",2013,"Diabetes","Am Diabetes Assoc","https://diabetesjournals.org/diabetes/article-abstract/62/12/4144/34010","https://scholar.google.com/scholar?cites=5512826154715024687&as_sdt=2005&sciodt=2007&hl=en",12,"2023-07-14 10:31:19","","","","",,,,,116,11.60,19,6,10,"… of insulin resistance, ob/ob mice and HFD mice were more insulin-resistant than GLUT4 +/− … Reduced islet vessel density but increased vessel size in insulin-resistant ob/ob mice. A–F: …","https://diabetesjournals.org/diabetes/article/62/12/4144/34010","https://scholar.google.com/scholar?q=related:L41F9C1-gUwJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
12,"HR Lijnen, L Frederix, B Van Hoef, ...","Deficiency of vascular endothelial growth factor-D does not affect murine adipose tissue development",2009,"… and biophysical research …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006291X08022225","https://scholar.google.com/scholar?cites=6759533983833290015&as_sdt=2005&sciodt=2007&hl=en",13,"2023-07-14 10:31:19","HTML","","","",,,,,12,0.86,3,4,14,"… effect of VEGF-D deficiency for mice on either diet (Table 2). … vessel size observed in VEGF-D 0/− mice when fed a HFD as compared to a SFD, was very comparable to VEGF-D 0/+ mice…","https://www.sciencedirect.com/science/article/pii/S0006291X08022225","https://scholar.google.com/scholar?q=related:H3WQQViwzl0J:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
19,"HR Lijnen, B Van Hoef, JA Rodriguez, ...","Stromelysin-2 (MMP-10) deficiency does not affect adipose tissue formation in a mouse model of nutritionally induced obesity",2009,"… and biophysical research …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006291X09017756","https://scholar.google.com/scholar?cites=17707087705634747130&as_sdt=2005&sciodt=2007&hl=en",14,"2023-07-14 10:31:19","HTML","","","",,,,,19,1.36,5,4,14,"… We found, however, that MMP-10 −/− mice when kept on HFD developed adipose tissue to … did not affect blood vessel size or density in this study. Whereas MMP-3 deficient mice had …","https://www.sciencedirect.com/science/article/pii/S0006291X09017756","https://scholar.google.com/scholar?q=related:-rILvXM2vPUJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
16,"D Bauters, I Scroyen, R Deprez-Poulain, ...","ADAMTS5 promotes murine adipogenesis and visceral adipose tissue expansion",2016,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH16-01-0015","https://scholar.google.com/scholar?cites=7139924417862361657&as_sdt=2005&sciodt=2007&hl=en",15,"2023-07-14 10:31:19","","10.1160/TH16-01-0015","","",,,,,16,2.29,4,4,7,"… vessel size in SC and GON AT were not significantly different between both genotypes on either 15 weeks of SFD or HFD. … blood vessel size and density of mice kept on SFD or HFD for …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH16-01-0015.pdf","https://scholar.google.com/scholar?q=related:OeLS2W0bFmMJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
20,"I Scroyen, F Jacobs, L Cosemans, ...","Effect of plasminogen activator inhibitor-1 on adipogenesis in vivo",2009,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1160/TH08-06-0401","https://scholar.google.com/scholar?cites=4743758488103038597&as_sdt=2005&sciodt=2007&hl=en",16,"2023-07-14 10:31:19","","10.1160/TH08-06-0401","","",,,,,20,1.43,5,4,14,"… of male NUDE mice, which were fed a high-fat diet (HFD) for four … mice (p = 0.024), whereas the blood vessel size was … A smaller blood vessel size was also observed in the SC and …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH08-06-0401.pdf","https://scholar.google.com/scholar?q=related:hS6gHzY31UEJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
33,"I Scroyen, L Cosemans, HR Lijnen","Effect of tissue inhibitor of matrix metalloproteinases-1 on in vitro and in vivo adipocyte differentiation",2009,"Thrombosis research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0049384809003065","https://scholar.google.com/scholar?cites=12402077118752946513&as_sdt=2005&sciodt=2007&hl=en",17,"2023-07-14 10:31:19","HTML","","","",,,,,33,2.36,11,3,14,"… GON adipose tissues, showed a significantly larger blood vessel size (57 ± 4.8 µm 2 vs 38 ± … blood vessel size and density in adipose tissues following injection in mice kept on HFD for …","https://www.sciencedirect.com/science/article/pii/S0049384809003065","https://scholar.google.com/scholar?q=related:UflENG4HHawJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
26,"D Demeulemeester, I Scroyen, G Voros, ...","Overexpression of tissue inhibitor of matrix metalloproteinases-1 (TIMP-1) in mice does not affect adipogenesis or adipose tissue development",2006,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH05-11-0742","https://scholar.google.com/scholar?cites=15172698162320200813&as_sdt=2005&sciodt=2007&hl=en",18,"2023-07-14 10:31:19","","10.1160/TH05-11-0742","","",,,,,26,1.53,7,4,17,"… In summary, overexpression by adenoviral gene transfer of hTIMP-1 in mice kept on HFD resulted in reduced blood vessel size without, however, a significant effect on adipogenesis or …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH05-11-0742.pdf","https://scholar.google.com/scholar?q=related:bVRRGZdAkNIJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
30,"HR Lijnen, L Frederix, I Scroyen","Deficiency of plasminogen activator inhibitor‐2 impairs nutritionally induced murine adipose tissue development",2007,"Journal of thrombosis and haemostasis","Elsevier","https://www.sciencedirect.com/science/article/pii/S1538783622081065","https://scholar.google.com/scholar?cites=14318861174853038518&as_sdt=2005&sciodt=2007&hl=en",19,"2023-07-14 10:31:19","HTML","","","",,,,,30,1.88,10,3,16,"… Blood vessel size in PAI‐2 −/− mice on HFD was larger as compared with SFD feeding (82 … vessel size in PAI‐2 −/− mice on HFD was not significantly different from WT mice on HFD (…","https://www.sciencedirect.com/science/article/pii/S1538783622081065","https://scholar.google.com/scholar?q=related:tnE_u1_QtsYJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
9,"V Christiaens, G Voros, I Scroyen, HR Lijnen","On the role of placental growth factor in murine adipogenesis",2007,"Thrombosis research","Elsevier","https://www.sciencedirect.com/science/article/pii/S004938480600394X","https://scholar.google.com/scholar?cites=7326944085314294874&as_sdt=2005&sciodt=2007&hl=en",20,"2023-07-14 10:31:19","HTML","","","",,,,,9,0.56,2,4,16,"… ) mice, kept on high fat diet (HFD) for 3 weeks, had comparable body weight and weight of subcutaneous (SC) and gonadal (GON) adipose tissues. Blood vessel size … mice kept on HFD …","https://www.sciencedirect.com/science/article/pii/S004938480600394X","https://scholar.google.com/scholar?q=related:WtROZtOIrmUJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
91,"M Van Hul, HR Lijnen","A functional role of gelatinase A in the development of nutritionally induced obesity in mice",2008,"Journal of Thrombosis and Haemostasis","Elsevier","https://www.sciencedirect.com/science/article/pii/S1538783622119100","https://scholar.google.com/scholar?cites=11252243159291573445&as_sdt=2005&sciodt=2007&hl=en",21,"2023-07-14 10:31:19","HTML","","","",,,,,91,6.07,46,2,15,"… revealed no differences in blood vessel size or density, even … blood vessel size and density in adipose tissue of mice kept … This may be related to the lower HFD intake of MMP‐2 −/− mice…","https://www.sciencedirect.com/science/article/pii/S1538783622119100","https://scholar.google.com/scholar?q=related:xbTkU4n_J5wJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
20,"D Bauters, M Van Hul, HR Lijnen","Macrophage elastase (MMP-12) in expanding murine adipose tissue",2013,"Biochimica et Biophysica Acta (BBA) …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304416512003856","https://scholar.google.com/scholar?cites=5015689877341032964&as_sdt=2005&sciodt=2007&hl=en",22,"2023-07-14 10:31:19","HTML","","","",,,,,20,2.00,7,3,10,"… Adipocyte and blood vessel size and density in SC and GON adipose tissues of obese mice … Wild-type mice fed a HFD showed a massive increase in MMP-12 expression in SC and …","https://www.sciencedirect.com/science/article/pii/S0304416512003856","https://scholar.google.com/scholar?q=related:BFJvgl5Pm0UJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
31,"M Van Hul, H Piccard, HR Lijnen","Gelatinase B (MMP-9) deficiency does not affect murine adipose tissue development",2010,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH09-10-0739","https://scholar.google.com/scholar?cites=1498007913368214269&as_sdt=2005&sciodt=2007&hl=en",23,"2023-07-14 10:31:19","","10.1160/TH09-10-0739","","",,,,,31,2.38,10,3,13,"… However, MMP-9-deficient and littermate wild-type mice kept on HFD were … revealed comparable adipocyte size, adipocyte density, blood vessel size and blood vessel density (Table 2). …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH09-10-0739.pdf","https://scholar.google.com/scholar?q=related:_VoJq0L-yRQJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
3,"F Semeraro, G Voros, D Collen, ...","Impairment of adipose tissue development by hypoxia is not mediated by plasminogen activator inhibitor-1",2006,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/abstract/10.1160/TH05-07-0478","https://scholar.google.com/scholar?cites=14942626074492842094&as_sdt=2005&sciodt=2007&hl=en",24,"2023-07-14 10:31:19","","10.1160/TH05-07-0478","","",,,,,3,0.18,1,4,17,"… vessel size and density were larger. Serum PAI-1 levels were enhanced in hypoxic mice on SFD but not on HFD, … Furthermore,the effects of hypoxia on adipose tissue in mice on HFD …","https://www.thieme-connect.com/products/ejournals/pdf/10.1160/TH05-07-0478.pdf","https://scholar.google.com/scholar?q=related:brCizT7fXs8J:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
35,"HR Lijnen, M Van Hul, B Hemmeryckx","Caloric restriction improves coagulation and inflammation profile in obese mice",2012,"Thrombosis research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0049384811002854","https://scholar.google.com/scholar?cites=5300786027447460865&as_sdt=2005&sciodt=2007&hl=en",25,"2023-07-14 10:31:19","HTML","","","",,,,,35,3.18,12,3,11,"… Weight loss was associated with marked adipocyte hypotrophy in SC and GON fat, as compared to mice continued on HFD. Blood vessel size was not different between both groups, …","https://www.sciencedirect.com/science/article/pii/S0049384811002854","https://scholar.google.com/scholar?q=related:ASRcpM4skEkJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"HR Lijnen","Saquinavir does not affect adipose tissue development or metabolic parameters in mice on high fat diet",2006,"Thrombosis research","thrombosisresearch.com","https://www.thrombosisresearch.com/article/S0049-3848(05)00419-6/abstract","",26,"2023-07-14 10:31:19","","","","",,,,,0,0.00,0,1,17,"… ), a HIV protease inhibitor, to mice kept on a high fat diet (HFD) affects plasma PAI-1 levels, … as well as blood vessel density and mean vessel size, determined as described elsewhere [ …","","https://scholar.google.com/scholar?q=related:bBgT9c-NK7MJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
74,"D Demeulemeester, D Collen, HR Lijnen","Effect of matrix metalloproteinase inhibition on adipose tissue development",2005,"Biochemical and biophysical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006291X05001646","https://scholar.google.com/scholar?cites=2225933769043488897&as_sdt=2005&sciodt=2007&hl=en",27,"2023-07-14 10:31:19","HTML","","","",,,,,74,4.11,25,3,18,"… -treated mice on HFD (Table 3). In SC adipose tissue, the stained area and vessel size were … higher in inhibitor-treated mice. These differences were, however, not statistically different. …","https://www.sciencedirect.com/science/article/pii/S0006291X05001646","https://scholar.google.com/scholar?q=related:gTBiLfga5B4J:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
16,"M Van Hul, D Bauters, U Himmelreich, ...","Effect of gelatinase inhibition on adipogenesis and adipose tissue development",2012,"Clinical and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1440-1681.2011.05635.x","https://scholar.google.com/scholar?cites=11563611864579761057&as_sdt=2005&sciodt=2007&hl=en",28,"2023-07-14 10:31:19","","10.1111/j.1440-1681.2011.05635.x","","",,,,,16,1.45,4,4,11,"… treatment, but adipocyte and blood vessel size were significantly reduced in the gonadal fat. … blood vessel size and density in adipose tissue of young mice kept on a high-fat diet (HFD) …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1440-1681.2011.05635.x","https://scholar.google.com/scholar?q=related:oePEZLkzeqAJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"HR Lijnen, D Demeulemeester, ...","… , Fibrinolysis and Cellular Haemostasis-Deficiency of tissue inhibitor of matrix metalloproteinase-1 (TIMP-1) impairs nutritionally induced obesity in mice",2003,"Thrombosis …","Stuttgart; New York: FK Schattauer …","","",29,"2023-07-14 10:31:19","CITATION","","","",,,,,0,0.00,0,3,20,"","","https://scholar.google.com/scholar?q=related:5ZIW0oHBS0cJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
118,"HR Lijnen, E Maquoi, P Morange, G Voros, ...","Nutritionally induced obesity is attenuated in transgenic mice overexpressing plasminogen activator inhibitor-1",2003,"… , and vascular biology","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/01.atv.0000044457.60665.dd","https://scholar.google.com/scholar?cites=10056546120881642200&as_sdt=2005&sciodt=2007&hl=en",30,"2023-07-14 10:31:19","","10.1161/01.atv.0000044457.60665.dd","","",,,,,118,5.90,24,5,20,"… between WT and Tg mice on HFD, except for a higher average blood vessel size in the WT … higher average vessel size but lower density in adipose tissue of WT mice on HFD. …","https://www.ahajournals.org/doi/full/10.1161/01.atv.0000044457.60665.dd","https://scholar.google.com/scholar?q=related:2Jp7QmoHkIsJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
104,"V Christiaens, M Van Hul, HR Lijnen, ...","CD36 promotes adipocyte differentiation and adipogenesis",2012,"Biochimica et Biophysica …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304416512000943","https://scholar.google.com/scholar?cites=14393125435131985878&as_sdt=2005&sciodt=2007&hl=en",31,"2023-07-14 10:31:19","HTML","","","",,,,,104,9.45,26,4,11,"… density on SFD or on HFD (Table 3). On both SFD and HFD, blood vessel size and density was comparable for CD36 −/− and WT mice as well in SC as in GON adipose tissues. …","https://www.sciencedirect.com/science/article/pii/S0304416512000943","https://scholar.google.com/scholar?q=related:1n-uQFOnvscJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
37,"HR Lijnen, V Christiaens","Growth arrest-specific protein 6 receptor antagonism impairs adipocyte differentiation and adipose tissue development in mice",2011,"Journal of Pharmacology and Experimental …","ASPET","https://jpet.aspetjournals.org/content/337/2/457.short","https://scholar.google.com/scholar?cites=2123963736226038332&as_sdt=2005&sciodt=2007&hl=en",32,"2023-07-14 10:31:19","","","","",,,,,37,3.08,19,2,12,"… At the age of 5 weeks, mice were kept on the HFD for 3 weeks, and at the age of 8 weeks, … In our study, GAS6 receptor antagonism had no effect on blood vessel size in the adipose …","https://jpet.aspetjournals.org/content/337/2/457.full","https://scholar.google.com/scholar?q=related:PIKQzcPVeR0J:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
32,"M Van Hul, HR Lijnen","Matrix metalloproteinase inhibition impairs murine adipose tissue development independently of leptin",2011,"Endocrine Journal","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/endocrj/58/2/58_K10E-267/_article/-char/ja/","https://scholar.google.com/scholar?cites=11732248117092651699&as_sdt=2005&sciodt=2007&hl=en",33,"2023-07-14 10:31:19","","","","",,,,,32,2.67,16,2,12,"… treated mice, but was not significant. A similar observation was made for blood vessel size, … of this study (ob/ob mice deficient in leptin kept on HFD) adipocyte growth is very extreme. …","https://www.jstage.jst.go.jp/article/endocrj/58/2/58_K10E-267/_pdf","https://scholar.google.com/scholar?q=related:s5INnIBR0aIJ:scholar.google.com/&scioq=%22vessel+size%22+%22hfd%22+%22mice%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
