Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
147,"HQ Miao, M Klagsbrun","Neuropilin is a mediator of angiogenesis",2000,"Cancer and Metastasis Reviews","Springer","https://link.springer.com/article/10.1023/A:1026579711033","https://scholar.google.com/scholar?cites=14849925839186084388&as_sdt=2005&sciodt=2007&hl=en",11,"2023-07-14 14:45:40","","10.1023/A:1026579711033","","",,,,,147,6.39,74,2,23,"… Sema3A binding affinity much the way NRP1 enhances the … In our initial studies on VEGF/NRP1 interactions, EC lines … The Kd of VEGF165 binding to NRP1 in tumor cells is 2.8×10−10 …","https://search.proquest.com/openview/58f52bb18bc4ac15600b86528cac0af4/1.pdf?pq-origsite=gscholar&cbl=36268","https://scholar.google.com/scholar?q=related:JMKUWd-IFc4J:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
8,"J Auriau, C Roujeau, ZB Choucair, A Oishi, ...","Gain of affinity for VEGF165 binding within the VEGFR2/NRP1 cellular complex detected by an HTRF-based binding assay",2018,"Biochemical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006295218303964","https://scholar.google.com/scholar?cites=13757849679047572070&as_sdt=2005&sciodt=2007&hl=en",12,"2023-07-14 14:45:40","HTML","","","",,,,,8,1.60,2,5,5,"… Endothelial Growth Factor VEGF-A … NRP1 within VEGFR2/NRP1 complex at the cellular plasma membrane. In line with this mechanism, NRP1 is known to enhance the binding affinity …","https://www.sciencedirect.com/science/article/pii/S0006295218303964","https://scholar.google.com/scholar?q=related:ZjraEGSz7b4J:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
61,"L Roth, C Prahst, T Ruckdeschel, S Savant, ...","Neuropilin-1 mediates vascular permeability independently of vascular endothelial growth factor receptor-2 activation",2016,"Science …","science.org","https://www.science.org/doi/abs/10.1126/scisignal.aad3812","https://scholar.google.com/scholar?cites=1663047106087141551&as_sdt=2005&sciodt=2007&hl=en",13,"2023-07-14 14:45:40","","10.1126/scisignal.aad3812","","",,,,,61,8.71,12,5,7,"… Because both VEGF-A 165 and anti-NRP1 induced NRP1 … in accordance with the lower binding affinity of VEGF-A 165 … Leakage of FITC-dextran 70 kD from the upper to the lower well …","https://www.science.org/doi/pdf/10.1126/scisignal.aad3812","https://scholar.google.com/scholar?q=related:r8AQI4hUFBcJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
10,"M Michigami, K Takahashi, H Yamashita, Z Ye, ...","A “ligand-targeting” peptide-drug conjugate: Targeted intracellular drug delivery by VEGF-binding helix-loop-helix peptides via receptor-mediated endocytosis",2021,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0247045","https://scholar.google.com/scholar?cites=14853052584036922443&as_sdt=2005&sciodt=2007&hl=en",14,"2023-07-14 14:45:40","HTML","","","",,,,,10,5.00,2,5,2,"… binding affinity for two VEGF-A isoforms, VEGF-A 121 and … M49 with VEGF-A, thus resulting in the strong binding affinity. The … based on their target binding affinity, subsequent screening …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0247045","https://scholar.google.com/scholar?q=related:S_S3XaGkIM4J:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
65,"SB Mamer, S Chen, JC Weddell, A Palasz, ...","Discovery of high-affinity PDGF-VEGFR interactions: redefining RTK dynamics",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-16610-z","https://scholar.google.com/scholar?cites=5271714668629132563&as_sdt=2005&sciodt=2007&hl=en",15,"2023-07-14 14:45:40","HTML","","","",,,,,65,10.83,13,5,6,"… VEGF-targeted monoclonal antibodies have been developed to inhibit microvascular growth; and VEGF … We observed that PDGF-AB:PDGFRα binding affinity was ~2.6x stronger than …","https://www.nature.com/articles/s41598-017-16610-z","https://scholar.google.com/scholar?q=related:EwXbdI_kKEkJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"S Underlined, FTH Wu, MO Stefanini, ...","A computational kinetic model of VEGF trapping by soluble VEGF receptor-1: Effects of",2006,"J. Biol …","journals.physiology.org","https://journals.physiology.org/doi/prev/20171106-aop/epdf/10.1152/physiolgenomics.00031.2009","",16,"2023-07-14 14:45:40","","10.1152/physiolgenomics.00031.2009","","",,,,,0,0.00,0,4,17,"… Firstly, we had assumed a Kd of 33 pM for VEGF… NRP1’s involvement in the interdependence between VEGF and sVEGFR1 levels. Our current value for NRP1·sVEGFR1 binding affinity …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=db70ae193cd1b78a3be07812c6e2fbfdaf5d1c03","https://scholar.google.com/scholar?q=related:FQBq5ne103kJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
541,"N Ferrara","VEGF: an update on biological and therapeutic aspects",2000,"Current opinion in biotechnology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0958166900001531","https://scholar.google.com/scholar?cites=2684814153455946790&as_sdt=2005&sciodt=2007&hl=en",17,"2023-07-14 14:45:40","HTML","","","",,,,,541,23.52,541,1,23,"… , NRP1 enhanced the binding of VEGF 165 to KDR and VEGF 165 -mediated chemotaxis. Conversely, inhibition of VEGF 165 binding to NRP1 … -1 may present VEGF 165 to the KDR …","https://www.sciencedirect.com/science/article/pii/S0958166900001531","https://scholar.google.com/scholar?q=related:JsyucD9gQiUJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
210,"LA Sullivan, RA Brekken","The VEGF family in cancer and antibody-based strategies for their inhibition",2010,"MAbs","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.4161/mabs.2.2.11360","https://scholar.google.com/scholar?cites=11148824147848710692&as_sdt=2005&sciodt=2007&hl=en",18,"2023-07-14 14:45:40","","10.4161/mabs.2.2.11360","","",,,,,210,16.15,105,2,13,"… VEGF) to sequester the ligand, preventing it from signaling through other receptors.Citation17 Despite the strong binding affinity of VEGFR1 to VEGF… for the VEGF family, Nrp1 and Nrp2 …","https://www.tandfonline.com/doi/pdf/10.4161/mabs.2.2.11360","https://scholar.google.com/scholar?q=related:JMrRU36UuJoJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
3,"S Usuki, Y Yasutake, N Tamura, T Tamura, K Tanji, ...","Nrp1 is activated by konjac ceramide binding-induced structural rigidification of the a1a2 domain",2020,"Cells","mdpi.com","https://www.mdpi.com/2073-4409/9/2/517","https://scholar.google.com/scholar?cites=11333223333334106810&as_sdt=2005&sciodt=2007&hl=en",19,"2023-07-14 14:45:40","","","","",,,,,3,1.00,1,6,3,"… to Nrp1 with a weak affinity of μM dissociation constant (Kd). We … for vascular endothelial growth factor (VEGF) and Sema3A. … To examine the binding affinity of kCer to Nrp1 domain …","https://www.mdpi.com/2073-4409/9/2/517/htm","https://scholar.google.com/scholar?q=related:ukKMX5OyR50J:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
14,"A Kolarič, M Jukič, U Bren","Novel small-molecule inhibitors of the SARS-CoV-2 spike protein binding to neuropilin 1",2022,"Pharmaceuticals","mdpi.com","https://www.mdpi.com/1424-8247/15/2/165","https://scholar.google.com/scholar?cites=10300305009085133231&as_sdt=2005&sciodt=2007&hl=en",20,"2023-07-14 14:45:40","HTML","","","",,,,,14,14.00,5,3,1,"… complexes of VEGF-A 164 -NRP1 and SARS-CoV-2-NRP1 (… to the key interactions of VEGF-A 164 with NRP1 [17]. The … ) to measure the binding affinity of spike S1 to NRP1 in the …","https://www.mdpi.com/1424-8247/15/2/165","https://scholar.google.com/scholar?q=related:rzGyGNUI8o4J:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
69,"S Cébe-Suarez, FS Grünewald, R Jaussi, ...","Orf virus VEGF‐E NZ2 promotes paracellular NRP‐1/VEGFR‐2 coreceptor assembly via the peptide RPPR",2008,"The FASEB …","Wiley Online Library","https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fj.08-107219","https://scholar.google.com/scholar?cites=12345130868338533805&as_sdt=2005&sciodt=2007&hl=en",21,"2023-07-14 14:45:40","","10.1096/fj.08-107219","","",,,,,69,4.60,17,4,15,"… KD (10 M VEGF-A121, 750 nM VEGFA165, 300 nM VEGF-E … , therefore, be due to its low binding affinity. Our binding and … formed only in the presence of NRP1-binding VEGF forms. B) …","https://faseb.onlinelibrary.wiley.com/doi/pdfdirect/10.1096/fj.08-107219","https://scholar.google.com/scholar?q=related:rSUHER63UqsJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
22,"L Zhang, GC Parry, EG Levin","Inhibition of tumor cell migration by LD22-4, an N-terminal fragment of 24-kDa FGF2, is mediated by Neuropilin 1",2013,"Cancer research","AACR","https://aacrjournals.org/cancerres/article-abstract/73/11/3316/584165","https://scholar.google.com/scholar?cites=17340544554024942963&as_sdt=2005&sciodt=2007&hl=en",22,"2023-07-14 14:45:40","","","","",,,,,22,2.20,7,3,10,"… VEGF binding to NRP1 does not affect VEGF-induced phosphorylation of Erk1/2 or Akt, indicating that NRP1 is not required for the activation of all of the VEGF … greatest binding affinity …","https://aacrjournals.org/cancerres/article/73/11/3316/584165","https://scholar.google.com/scholar?q=related:c7190mX9pfAJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
4,"J Park, TB Kang, JH Lim, HS Won","Molecular Targeting of VEGF with a Suramin Fragment–DOCA Conjugate by Mimicking the Action of Low Molecular Weight Heparins",2020,"Biomolecules","mdpi.com","https://www.mdpi.com/2218-273X/11/1/46","https://scholar.google.com/scholar?cites=8240642941716859599&as_sdt=2005&sciodt=2007&hl=en",23,"2023-07-14 14:45:40","","","","",,,,,4,1.33,1,4,3,"… In order to determine the specificity of SFD to VEGF, we evaluated the binding affinity of the heparins and SFD by surface plasmon resonance analysis. The dominant molecular …","https://www.mdpi.com/2218-273X/11/1/46/pdf","https://scholar.google.com/scholar?q=related:zwrdPRilXHIJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"KIM Hoeon, HJ Lee","Cancer treatment composition for inhibiting tumor angiogenesis, containing VEGF deep blocker",2020,"US Patent 10,787,497","Google Patents","https://patents.google.com/patent/US10787497B2/en","",24,"2023-07-14 14:45:40","","","","",,,,,0,0.00,0,2,3,"… of NRP1 so as to bind to VEGFA with higher affinity than VEGF-trap … binding affinity to VEGF 165 , compared to all controls, and showed 10-times higher binding affinity than that of VEGF…","https://patentimages.storage.googleapis.com/ff/8a/13/67dde6420f871c/US10787497.pdf","https://scholar.google.com/scholar?q=related:n1NN95yFMhoJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
12,"F Humayun, A Khan, S Ahmad, W Yuchen, ...","Abrogation of SARS-CoV-2 interaction with host (NRP1) Neuropilin-1 receptor through high-affinity marine natural compounds to curtail the infectivity: A structural …",2022,"Computers in Biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482521005084","https://scholar.google.com/scholar?cites=3105739913226621962&as_sdt=2005&sciodt=2007&hl=en",25,"2023-07-14 14:45:40","","","","",,,,,12,12.00,2,5,1,"… We employed PRODIGY, to calculate the binding affinity K D for these protein-drugs complexes. Prodigy reported the binding score for each drug as −7.9 for CMNPD10175, -7.3 for …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8324387/","https://scholar.google.com/scholar?q=related:ChSgBP_NGSsJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"A Bellon, J Luchino, K Haigh, G Rougon, J Haigh, ...","Supplemental Information VEGFR2 (KDR/Flk1) Signaling Mediates Axon Growth in Response to Semaphorin 3E in the Developing Brain",,"","","","",26,"2023-07-14 14:45:40","CITATION","","","",,,,,0,0.00,0,6,,"","","https://scholar.google.com/scholar?q=related:az6jurkxOHkJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"HF Guo","Neuropilin in the Vascular System: Mechanistic Basis of Angiogenesis",2014,"","uknowledge.uky.edu","https://uknowledge.uky.edu/biochem_etds/16/","",27,"2023-07-14 14:45:40","","","","",,,,,0,0.00,0,1,9,"… binding affinity. Finally, we showed that C-furSema potently inhibits … Although Nrp1 is a mandatory co-receptor for VEGF-A-… Since the dissociation constant Kd of VEGF-A Nrp-1 b1b2 …","https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1015&context=biochem_etds","https://scholar.google.com/scholar?q=related:2wNyFz2cLbMJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
9,"S Naderi, R Roshan, H Ghaderi, M Behdani, ...","Selection and characterization of specific nanobody against neuropilin-1 for inhibition of angiogenesis",2020,"Molecular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0161589020305010","https://scholar.google.com/scholar?cites=6847758649018034066&as_sdt=2005&sciodt=2007&hl=en",28,"2023-07-14 14:45:40","HTML","","","",,,,,9,3.00,2,5,3,"… The results highlight potential of anti-NRP1 nanobodies in … -VEGF-A antibody in mouse xenograft models by preventing … Binding affinity of the selected nanobodies to the immobilized …","https://www.sciencedirect.com/science/article/pii/S0161589020305010","https://scholar.google.com/scholar?q=related:kidU1jUgCF8J:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"S Farkas, D Cioca, J Murányi, P Hornyák, ...","Chlorotoxin binds to both matrix metalloproteinase 2 and neuropilin 1",2023,"Journal of Biological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0021925823020264","",29,"2023-07-14 14:45:40","HTML","","","",,,,,0,0.00,0,5,1,"… NRP1 is a receptor for vascular endothelial growth factor (VEGF) family members and binds VEGF… or CTX displaying phages bound to NRP1 with similar binding affinity as to MMP-2. …","https://www.sciencedirect.com/science/article/pii/S0021925823020264",""
75,"JA Getz, O Cheneval, DJ Craik, ...","Design of a cyclotide antagonist of neuropilin-1 and-2 that potently inhibits endothelial cell migration",2013,"ACS chemical …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/cb4000585","https://scholar.google.com/scholar?cites=8193296652297894370&as_sdt=2005&sciodt=2007&hl=en",30,"2023-07-14 14:45:40","","10.1021/cb4000585","","",,,,,75,7.50,19,4,10,"… substantially to the binding affinity of the NRP1 ligands. The 7… equilibrium binding affinity of approximately 10 μM for human NRP1 (… for NRP1, even though HUVECs express other VEGF …","https://pubs.acs.org/doi/pdf/10.1021/cb4000585","https://scholar.google.com/scholar?q=related:4vmcM-VvtHEJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
0,"J Park, TB Kang, JH Lim, HS Won","Molecular Targeting of VEGF with a Suramin Fragment–DOCA Conjugate by Mimicking the Action of Low Molecular Weight Heparins. Biomolecules 2021, 11 …",2020,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/67ad/3ced4249f4d464278599ea607fc6c7299de8.pdf","",31,"2023-07-14 14:45:40","PDF","","","",,,,,0,0.00,0,4,3,"… In order to determine the specificity of SFD to VEGF, we evaluated the binding affinity of the … domain of VEGF (Figure 3a,b). HFD had a higher binding affinity for VEGF (KD = 25.6 nM) …","https://pdfs.semanticscholar.org/67ad/3ced4249f4d464278599ea607fc6c7299de8.pdf","https://scholar.google.com/scholar?q=related:1WRGFaI6OYEJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
43,"F Shaik, GA Cuthbert, S Homer-Vanniasinkam, ...","Structural basis for vascular endothelial growth factor receptor activation and implications for disease therapy",2020,"Biomolecules","mdpi.com","https://www.mdpi.com/2218-273X/10/12/1673","https://scholar.google.com/scholar?cites=10007189621570614262&as_sdt=2005&sciodt=2007&hl=en",32,"2023-07-14 14:45:40","","","","",,,,,43,14.33,11,4,3,"… VEGF-A can also form heterodimers with VEGF-B and PIGF [… cells, and can also bind the NRP1 and NRP2 co-receptors … but has much higher VEGF-A binding affinity (46 pM (K d )) […","https://www.mdpi.com/2218-273X/10/12/1673/pdf","https://scholar.google.com/scholar?q=related:9jOxwfCt4IoJ:scholar.google.com/&scioq=%22binding+affinity%22+%22kd%22+%22vegf%22+%22nrp1%22&hl=en&as_sdt=2007&as_ylo=1950&as_yhi=2023"
